CaseID,trace,length
1-513180623,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-513395204,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-513767190,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-513864515,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-513910403,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-514223574,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-514311011,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-514618724,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-514712116,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-514832700,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-515461174,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-515617964,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-515834995,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",11
1-515873671,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Completed, <EOS>",6
1-516141293,"<BOS>, Accepted, Queued, Queued, Queued, Accepted, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",14
1-516860557,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-517002080,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-517045062,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-517399487,"<BOS>, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",13
1-517490964,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-517828743,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-518362551,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-519020627,"<BOS>, Accepted, Completed, <EOS>",2
1-519054737,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-519065883,"<BOS>, Accepted, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",9
1-519085985,"<BOS>, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",13
1-519147007,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-519167681,"<BOS>, Accepted, Accepted, Queued, Accepted, Completed, Accepted, Queued, Accepted, Queued, Accepted, Completed, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",19
1-519386144,"<BOS>, Accepted, Completed, <EOS>",2
1-520127960,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-520234084,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-520705880,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-521122392,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-521431857,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-521555370,"<BOS>, Accepted, Completed, <EOS>",2
1-521628291,"<BOS>, Accepted, Completed, <EOS>",2
1-522222222,"<BOS>, Accepted, Completed, <EOS>",2
1-522460624,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-522734472,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-522949376,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-523027945,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-523069229,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-523311541,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-523361887,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-523392191,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-523637826,"<BOS>, Accepted, Completed, <EOS>",2
1-524169663,"<BOS>, Accepted, Accepted, Accepted, Queued, Queued, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",10
1-524328647,"<BOS>, Accepted, Completed, <EOS>",2
1-524356958,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-524375607,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-525132931,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-525447561,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-525477138,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-525489753,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-525589021,"<BOS>, Accepted, Completed, <EOS>",2
1-526037041,"<BOS>, Accepted, Completed, <EOS>",2
1-526344555,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-526369142,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-526414477,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-526414833,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-526647987,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-527208576,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-527928641,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-528251011,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-528332261,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-528716762,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-528755863,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-529091253,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-529091311,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-529471141,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-530147896,"<BOS>, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",11
1-530539767,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-530568802,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",13
1-531435394,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-531872604,"<BOS>, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",9
1-532038065,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-532084405,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-532544114,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-532816930,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-533449912,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-533851634,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-534020390,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-534493180,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-534702904,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-535052125,"<BOS>, Accepted, Accepted, Accepted, Queued, Accepted, Queued, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",14
1-535233659,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-535393553,"<BOS>, Accepted, Completed, <EOS>",2
1-535418135,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-535439201,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-535813109,"<BOS>, Accepted, Completed, <EOS>",2
1-535813203,"<BOS>, Accepted, Completed, <EOS>",2
1-535813236,"<BOS>, Accepted, Completed, <EOS>",2
1-535813278,"<BOS>, Accepted, Completed, <EOS>",2
1-535813300,"<BOS>, Accepted, Completed, <EOS>",2
1-535813432,"<BOS>, Accepted, Completed, <EOS>",2
1-535813517,"<BOS>, Accepted, Completed, <EOS>",2
1-535813813,"<BOS>, Accepted, Completed, <EOS>",2
1-536299706,"<BOS>, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Accepted, Queued, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",13
1-536904633,"<BOS>, Accepted, Completed, <EOS>",2
1-537169872,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",7
1-537311033,"<BOS>, Queued, Accepted, Completed, <EOS>",3
1-537601770,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-537902763,"<BOS>, Accepted, Completed, <EOS>",2
1-537984625,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-538109148,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-538226806,"<BOS>, Accepted, Completed, <EOS>",2
1-538297321,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-538411483,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-538467021,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-539000895,"<BOS>, Accepted, Completed, <EOS>",2
1-539083171,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-539633138,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-539752329,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-539805130,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-540408651,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-540500545,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-540531611,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-540549141,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-540549178,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-540549229,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-540631861,"<BOS>, Accepted, Queued, Queued, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",11
1-540723633,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-540904745,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-540947390,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-541028557,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-541088014,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-541565290,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-541566505,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-541655216,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-541686305,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-542027112,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-542568265,"<BOS>, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",9
1-542919207,"<BOS>, Accepted, Queued, Queued, Accepted, Completed, <EOS>",5
1-542940765,"<BOS>, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",10
1-543227320,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",8
1-543300099,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-543653631,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-544020953,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",9
1-544200884,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-544527205,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-544595401,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-544876956,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-545370610,"<BOS>, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Queued, Accepted, Completed, <EOS>",11
1-545738536,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-545911672,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",7
1-546272906,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-546692981,"<BOS>, Accepted, Completed, <EOS>",2
1-546693092,"<BOS>, Accepted, Completed, <EOS>",2
1-546838031,"<BOS>, Accepted, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",8
1-547539001,"<BOS>, Accepted, Completed, <EOS>",2
1-547617088,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-547802271,"<BOS>, Accepted, Completed, <EOS>",2
1-548188531,"<BOS>, Accepted, Completed, <EOS>",2
1-548188557,"<BOS>, Accepted, Completed, <EOS>",2
1-548188833,"<BOS>, Accepted, Completed, <EOS>",2
1-549431982,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-550036329,"<BOS>, Accepted, Queued, Queued, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",8
1-550159631,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-550577363,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-550611848,"<BOS>, Accepted, Completed, <EOS>",2
1-553276916,"<BOS>, Accepted, Completed, Accepted, Accepted, Completed, <EOS>",5
1-555105571,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-557618809,"<BOS>, Accepted, Completed, <EOS>",2
1-557739965,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-560246371,"<BOS>, Accepted, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",6
1-560404489,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",15
1-560418897,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-560419045,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-560504546,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",8
1-560703011,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-561068081,"<BOS>, Accepted, Completed, <EOS>",2
1-561190012,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-562022682,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-562778111,"<BOS>, Queued, Queued, Accepted, Completed, <EOS>",4
1-562807927,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-563156866,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-563156881,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-563477371,"<BOS>, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",12
1-563779807,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-564311006,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-564433915,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-564528496,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-564738994,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-564903210,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-565030154,"<BOS>, Accepted, Completed, <EOS>",2
1-565319816,"<BOS>, Accepted, Completed, <EOS>",2
1-565807612,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-565905115,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-566003511,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-566096602,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-566101203,"<BOS>, Accepted, Completed, <EOS>",2
1-566332021,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-566642468,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-566661201,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-567100387,"<BOS>, Accepted, Completed, <EOS>",2
1-567362335,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-567440922,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-567718361,"<BOS>, Accepted, Completed, <EOS>",2
1-567958551,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-567981735,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-572078531,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",8
1-572330175,"<BOS>, Accepted, Queued, Queued, Queued, Accepted, Completed, <EOS>",6
1-572625937,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-572730349,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-572802327,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-573215995,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-573278049,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-573280988,"<BOS>, Accepted, Completed, <EOS>",2
1-573316263,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-573501251,"<BOS>, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-573639367,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-573655864,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-573830584,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",9
1-573904126,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-574045461,"<BOS>, Accepted, Completed, <EOS>",2
1-574052419,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-574132549,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-574162627,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-574222268,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",8
1-574271413,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-574466092,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",10
1-574623837,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-574663931,"<BOS>, Accepted, Completed, Accepted, Accepted, Completed, <EOS>",5
1-575690736,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-576186189,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-576423636,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-576667260,"<BOS>, Accepted, Queued, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-576807766,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-576881364,"<BOS>, Accepted, Completed, <EOS>",2
1-576934735,"<BOS>, Accepted, Completed, <EOS>",2
1-576984464,"<BOS>, Accepted, Queued, Queued, Queued, Queued, Accepted, Accepted, Queued, Queued, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",14
1-577196856,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-577236636,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-577288653,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-577396354,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-577685618,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-577737791,"<BOS>, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",9
1-577834779,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-577996886,"<BOS>, Accepted, Queued, Queued, Queued, Queued, Queued, Accepted, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",12
1-578105842,"<BOS>, Accepted, Queued, Accepted, Queued, Queued, Accepted, Completed, <EOS>",7
1-578252937,"<BOS>, Accepted, Completed, <EOS>",2
1-578579972,"<BOS>, Accepted, Completed, <EOS>",2
1-578598959,"<BOS>, Accepted, Accepted, Queued, Accepted, Completed, <EOS>",5
1-578612825,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-578612990,"<BOS>, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-578686199,"<BOS>, Accepted, Completed, <EOS>",2
1-578831063,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-579078207,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-579211624,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-579250167,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-579369463,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-579425746,"<BOS>, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",15
1-579425846,"<BOS>, Accepted, Queued, Queued, Accepted, Accepted, Completed, <EOS>",6
1-579517011,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-579636429,"<BOS>, Accepted, Completed, <EOS>",2
1-580296643,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-580325905,"<BOS>, Accepted, Completed, <EOS>",2
1-580358285,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-580385263,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-580464971,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",8
1-580981634,"<BOS>, Accepted, Completed, <EOS>",2
1-581652169,"<BOS>, Accepted, Completed, <EOS>",2
1-581740771,"<BOS>, Accepted, Completed, <EOS>",2
1-581815727,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-581898739,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Queued, Accepted, Completed, Accepted, Accepted, Accepted, Completed, <EOS>",15
1-582296121,"<BOS>, Accepted, Completed, <EOS>",2
1-582401721,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-583171096,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-583931536,"<BOS>, Accepted, Completed, <EOS>",2
1-583944596,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-584047671,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-584612205,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-584754762,"<BOS>, Accepted, Completed, <EOS>",2
1-584776062,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-584812041,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-584828902,"<BOS>, Accepted, Completed, <EOS>",2
1-584861543,"<BOS>, Accepted, Accepted, Queued, Accepted, Completed, <EOS>",5
1-584938329,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-585459725,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-585467875,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-585469859,"<BOS>, Accepted, Accepted, Completed, Accepted, Queued, Queued, Accepted, Accepted, Accepted, Queued, Queued, Accepted, Completed, <EOS>",13
1-585714932,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-586382001,"<BOS>, Accepted, Completed, <EOS>",2
1-586382068,"<BOS>, Accepted, Completed, <EOS>",2
1-586562664,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",8
1-587038802,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-587058585,"<BOS>, Accepted, Completed, <EOS>",2
1-587337285,"<BOS>, Accepted, Completed, <EOS>",2
1-587337305,"<BOS>, Accepted, Completed, <EOS>",2
1-587383007,"<BOS>, Accepted, Completed, <EOS>",2
1-588543315,"<BOS>, Accepted, Completed, <EOS>",2
1-588566574,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-588712865,"<BOS>, Accepted, Queued, Queued, Accepted, Accepted, Completed, <EOS>",6
1-589099869,"<BOS>, Accepted, Completed, <EOS>",2
1-589370341,"<BOS>, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-589421537,"<BOS>, Accepted, Completed, <EOS>",2
1-589962550,"<BOS>, Accepted, Completed, <EOS>",2
1-589999547,"<BOS>, Accepted, Completed, Accepted, Queued, Accepted, Completed, <EOS>",6
1-590262446,"<BOS>, Queued, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",6
1-590574771,"<BOS>, Queued, Accepted, Completed, Accepted, Completed, <EOS>",5
1-590579544,"<BOS>, Accepted, Completed, <EOS>",2
1-591301260,"<BOS>, Accepted, Completed, <EOS>",2
1-591508928,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-591627183,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-591627239,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-592064699,"<BOS>, Accepted, Completed, <EOS>",2
1-592390567,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-593022132,"<BOS>, Accepted, Completed, <EOS>",2
1-593022224,"<BOS>, Accepted, Completed, <EOS>",2
1-593032661,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-593312167,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-593431551,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-593751721,"<BOS>, Accepted, Completed, <EOS>",2
1-593933571,"<BOS>, Accepted, Completed, <EOS>",2
1-594093101,"<BOS>, Accepted, Accepted, Accepted, Queued, Queued, Accepted, Completed, <EOS>",7
1-594472343,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-594666837,"<BOS>, Accepted, Completed, <EOS>",2
1-594673056,"<BOS>, Accepted, Completed, <EOS>",2
1-594693527,"<BOS>, Accepted, Completed, <EOS>",2
1-595293983,"<BOS>, Queued, Accepted, Completed, Accepted, Completed, <EOS>",5
1-595361681,"<BOS>, Accepted, Completed, <EOS>",2
